Year,Site code,Site name,Nation,Number of cases,"Surgery on day of, or day after, admission (n)","Surgery on day of, or day after, admission (d)","Surgery on day of, or day after, admission (%)",Surgery supervised by consultant surgeon and anaesthetist (n),Surgery supervised by consultant surgeon and anaesthetist (d),Surgery supervised by consultant surgeon and anaesthetist (%),General anaesthetic (n),General anaesthetic (d),General anaesthetic (%),General anaesthetic and nerve block (of all GA)(n),General anaesthetic and nerve block (of all GA) (d),General anaesthetic and nerve block (of all GA) (%),Spinal anaesthetic (n),Spinal anaesthetic (d),Spinal anaesthetic (%),Spinal anaesthetic and nerve block (of all SA) (n),Spinal anaesthetic and nerve block (of all SA) (d),Spinal anaesthetic and nerve block (of all SA) (%),Proportion of arthroplasties which are cemented (n),Proportion of arthroplasties which are cemented (d),Proportion of arthroplasties which are cemented (%),Eligible displaced intracapsular fractures treated with THR (n),Eligible displaced intracapsular fractures treated with THR (d),Eligible displaced intracapsular fractures treated with THR (%),Intertrochanteric fractures (excl. reverse oblique) treated with SHS (n),Intertrochanteric fractures (excl. reverse oblique) treated with SHS (d),Intertrochanteric fractures (excl. reverse oblique) treated with SHS (%),Subtrochanteric fractures treated with an IM nail (n),Subtrochanteric fractures treated with an IM nail (d),Subtrochanteric fractures treated with an IM nail (%),NICE compliant surgery (n),NICE compliant surgery (d),NICE compliant surgery (%),Admitted to orthopaedic ward within 4 hours (n),Admitted to orthopaedic ward within 4 hours (d),Admitted to orthopaedic ward within 4 hours (%),Mental test score recorded on admission (n),Mental test score recorded on admission (d),Mental test score recorded on admission (%),Perioperative medical assessment (n),Perioperative medical assessment (d),Perioperative medical assessment (%),Physiotherapy assessment by the day after surgery (n),Physiotherapy assessment by the day after surgery (d),Physiotherapy assessment by the day after surgery (%),Mobilised out of bed by the day after surgery (n),Mobilised out of bed by the day after surgery (d),Mobilised out of bed by the day after surgery (%),Nutritional risk assessment (n),Nutritional risk assessment (d),Nutritional risk assessment (%),Delirium assessment (n),Delirium assessment (d),Delirium assessment (%),Not delirious when tested post-op. (n),Not delirious when tested post-op. (d),Not delirious when tested post-op. (%),Received falls assessment (n),Received falls assessment (d),Received falls assessment (%),Received bone health assessment (n),Received bone health assessment (d),Received bone health assessment (%),Met best practice criteria (n),Met best practice criteria (d),Met best practice criteria (%),Case ascertainment: total cases compared to last year (n),Case ascertainment: total cases compared to last year (d),Case ascertainment: total cases compared to last year (%),Acute length of stay (days),Overall hospital length of stay (days),Documented final discharge destination (n),Documented final discharge destination (d),Documented final discharge destination (%),Discharge to original residence within 120 days (n),Discharge to original residence within 120 days (d),Discharge to original residence within 120 days (%),Hip fractures which were sustained as an inpatient (n),Hip fractures which were sustained as an inpatient (d),Hip fractures which were sustained as an inpatient (%),Documented not to have developed a pressure ulcer (n),Documented not to have developed a pressure ulcer (d),Documented not to have developed a pressure ulcer (%),Documented not to have had a reoperation within 120 days (n),Documented not to have had a reoperation within 120 days (d),Documented not to have had a reoperation within 120 days (%),120 day follow up (n),120 day follow up (d),120 day follow up (%),Crude 30 day mortality rate (n),Crude 30 day mortality rate (d),Crude 30 day mortality rate (%),Adjusted 30 day mortality rate (%)
2022,WRX,Maelor Hospital,Wales,326,174,315,55,168,315,53,228,315,72,*,228,*,99,315,31,*,99,*,160,161,99,13,64,20,94,107,88,13,16,81,241,306,79,13,306,4,305,326,94,243,326,75,313,315,99,295,315,94,322,326,99,263,315,84,168,315,53,321,326,99,326,326,100,105,315,33,326,279,117,17,33,311,326,95,224,326,69,18,326,6,312,326,96,250,326,77,10,279,4,11,326,3,3
2022,MRI,Manchester Royal Infirmary,England,41,9,35,26,35,35,100,17,35,49,*,17,*,19,35,54,*,19,*,10,10,100,*,*,*,*,12,*,*,10,*,25,35,71,0,30,0,36,41,88,36,41,88,33,35,94,17,35,49,29,41,71,33,35,94,21,35,60,39,41,95,39,41,95,*,35,*,41,40,103,31,37,31,41,76,17,41,42,9,41,22,32,41,78,11,41,27,13,31,42,*,41,*,*
2022,WMH,Manor Hospital,England,402,210,390,54,250,390,64,309,390,79,93,309,30,87,390,22,16,87,18,194,211,92,*,62,*,104,137,76,24,25,96,281,383,73,41,387,11,366,402,91,361,402,90,383,390,98,323,390,83,386,402,96,378,390,97,330,390,85,388,402,97,400,402,100,166,390,43,402,324,124,18,20,355,402,88,302,402,75,*,402,*,321,402,80,299,402,74,24,377,6,21,402,5,5
2022,MAY,Mayday University Hospital,England,264,188,262,72,193,262,74,82,262,31,39,82,48,188,262,72,68,188,36,119,131,91,10,51,22,49,67,73,24,24,100,195,262,74,0,260,0,264,264,100,259,264,98,258,262,99,181,262,69,262,264,99,258,262,99,205,262,78,262,264,99,262,264,99,178,262,68,264,224,118,24,23,233,264,88,197,264,75,*,264,*,232,264,88,0,264,0,0,250,0,11,264,4,4
2022,MDW,Medway Maritime Hospital,England,394,240,383,63,383,383,100,*,383,*,*,*,*,382,383,100,*,382,*,185,187,99,27,135,20,73,86,85,10,11,91,224,383,59,48,387,12,393,394,100,381,394,97,383,383,100,382,383,100,391,394,99,382,383,100,258,383,67,387,394,98,387,394,98,233,383,61,394,336,117,19,19,353,394,90,287,394,73,*,394,*,384,394,98,372,394,94,130,366,36,28,394,7,10
2022,MKH,Milton Keynes General Hospital,England,282,163,261,63,187,261,72,243,261,93,*,243,*,19,261,7,0,19,0,153,154,99,14,78,18,46,73,63,*,*,*,163,259,63,9,268,3,272,282,97,254,282,90,259,261,99,223,261,85,274,282,97,230,261,88,200,261,77,273,282,97,275,282,98,141,261,54,282,283,100,24,24,267,282,95,211,282,75,9,282,3,238,282,84,0,282,0,84,249,34,15,282,5,8
2022,MOR,Morriston Hospital,Wales,633,136,615,22,371,615,60,456,615,74,325,456,71,183,615,30,103,183,56,311,313,99,21,114,18,120,167,72,93,110,85,446,611,73,13,591,2,610,633,96,598,633,95,587,615,95,473,615,77,633,633,100,612,615,100,470,615,76,629,633,99,632,633,100,121,615,20,633,527,120,25,35,580,633,92,453,633,72,41,633,7,622,633,98,436,633,69,157,519,30,43,633,7,6
2022,MPH,Musgrove Park Hospital,England,554,425,545,78,434,545,80,252,545,46,163,252,65,288,545,53,164,288,57,272,274,99,47,112,42,137,159,86,13,13,100,447,539,83,12,529,2,532,554,96,415,554,75,532,545,98,431,545,79,521,554,94,527,545,97,399,545,73,535,554,97,546,554,99,305,545,56,554,456,122,18,21,522,554,94,439,554,79,21,554,4,*,554,*,*,554,*,167,496,34,36,554,7,5
2022,NCR,New Cross Hospital,England,497,283,479,59,442,479,92,177,479,37,118,177,67,280,479,59,115,280,41,213,251,85,20,92,22,126,175,72,26,27,96,311,477,65,19,485,4,495,497,100,495,497,100,474,479,99,329,479,69,496,497,100,476,479,99,344,479,72,496,497,100,496,497,100,277,479,58,497,486,102,16,20,471,497,95,395,497,80,11,497,2,483,497,97,371,497,75,330,472,70,33,497,7,5
2022,NOR,Norfolk and Norwich Hospital,England,827,469,803,58,635,803,79,638,803,80,*,638,*,164,803,20,*,164,*,424,431,98,29,157,19,137,246,56,36,40,90,523,782,67,12,790,2,763,827,92,566,827,68,748,803,93,700,803,87,825,827,100,727,803,91,541,803,67,685,827,83,819,827,99,328,803,41,827,849,97,18,18,634,827,77,528,827,64,31,827,4,724,827,88,0,827,0,0,751,0,68,827,8,7
2022,NDD,North Devon District Hospital,England,362,266,358,74,53,358,15,301,358,84,254,301,84,66,358,18,28,66,42,212,214,99,22,79,28,60,77,78,21,22,96,247,340,73,21,354,6,315,362,87,0,362,0,356,358,99,352,358,98,145,362,40,279,358,78,229,358,64,355,362,98,359,362,99,0,358,0,362,311,116,14,15,348,362,96,297,362,82,*,362,*,323,362,89,*,362,*,0,341,0,17,362,5,4
2022,NHH,North Hampshire Hospital,England,449,317,431,74,259,431,60,171,431,40,98,171,57,263,431,61,164,263,62,204,210,97,42,91,46,67,156,43,23,23,100,278,422,66,80,434,18,409,449,91,111,449,25,417,431,97,341,431,79,420,449,94,423,431,98,340,431,79,426,449,95,446,449,99,71,431,17,449,457,98,16,19,427,449,95,338,449,75,14,449,3,413,449,92,272,449,61,249,413,60,21,449,5,5
2022,NMG,North Manchester General Hospital,England,382,154,367,42,336,367,92,39,367,11,*,39,*,335,367,91,120,335,36,187,192,97,19,70,27,23,105,22,20,24,83,218,366,60,38,362,11,380,382,100,324,382,85,360,367,98,297,367,81,381,382,100,363,367,99,270,367,74,340,382,89,378,382,99,139,367,38,382,366,104,21,22,265,382,69,206,382,54,16,382,4,373,382,98,0,382,0,66,353,19,14,382,3,4
2022,NMH,North Middlesex Hospital,England,254,155,248,63,140,248,57,161,248,65,95,161,59,90,248,36,51,90,57,94,125,75,20,48,42,82,101,81,*,*,*,171,244,70,*,239,*,253,254,100,240,254,95,245,248,99,215,248,87,252,254,99,247,248,100,192,248,77,251,254,99,252,254,99,146,248,59,254,239,106,19,22,240,254,95,198,254,78,15,254,6,236,254,93,0,254,0,136,227,60,15,254,6,5
2022,NTH,Northampton General Hospital,England,416,211,399,53,255,399,64,194,399,49,60,194,31,211,399,53,22,211,10,221,225,98,33,98,34,101,123,82,12,14,79,304,397,77,*,402,*,400,416,96,378,416,91,286,399,72,235,399,59,340,416,82,384,399,96,298,399,75,379,416,91,406,416,98,118,399,30,416,407,102,23,22,379,416,91,309,416,74,13,416,3,391,416,94,123,416,30,99,381,26,21,416,5,5
2022,NGS,Northern General Hospital,England,617,373,610,61,539,610,88,176,610,29,156,176,89,436,610,72,350,436,80,290,290,100,45,122,37,161,163,99,21,22,96,519,609,85,20,570,4,613,617,99,551,617,89,606,610,99,515,610,84,616,617,100,597,610,98,479,610,79,615,617,100,615,617,100,339,610,56,617,604,102,19,19,599,617,97,434,617,70,40,617,7,588,617,95,0,617,0,385,539,71,76,617,12,11
2022,NSE,Northumbria Specialist Emergency Care Hospital,England,711,532,686,78,685,686,100,292,686,43,275,292,94,395,686,58,365,395,92,393,394,100,33,139,24,206,225,92,28,30,93,556,681,82,65,681,10,689,711,97,508,711,71,683,686,100,682,686,99,694,711,98,677,686,99,433,686,63,697,711,98,702,711,99,375,686,55,711,651,109,6,20,663,711,93,519,711,73,28,711,4,619,711,87,667,711,94,433,653,66,39,711,5,4
2022,NPH,Northwick Park Hospital,England,299,159,287,55,154,287,54,206,287,72,114,206,55,80,287,28,42,80,53,113,113,100,*,53,*,89,115,77,24,25,96,215,287,75,*,287,*,299,299,100,277,299,93,287,287,100,214,287,75,299,299,100,280,287,98,205,287,71,288,299,96,296,299,99,151,287,53,299,337,89,14,20,276,299,92,212,299,71,12,299,4,287,299,96,279,299,93,187,271,69,18,299,6,6
2022,PET,Peterborough City Hospital,England,723,244,714,34,713,714,100,261,714,37,197,261,76,456,714,64,305,456,67,355,362,98,28,142,20,14,234,6,19,19,100,370,713,52,29,687,4,711,723,98,647,723,90,710,714,99,604,714,85,721,723,100,639,714,90,511,714,72,713,723,99,714,723,99,200,714,28,723,658,110,16,16,680,723,94,563,723,78,23,723,3,545,723,75,0,723,0,0,667,0,56,723,8,7
2022,PIL,Pilgrim Hospital,England,437,255,420,61,420,420,100,130,420,31,33,130,25,289,420,69,85,289,29,150,214,70,35,109,32,127,147,86,21,23,91,268,411,65,20,417,5,407,437,93,371,437,85,406,420,97,225,420,54,429,437,98,417,420,99,316,420,75,429,437,98,433,437,99,202,420,48,437,361,121,17,17,421,437,96,345,437,79,14,437,3,429,437,98,40,437,9,85,396,22,26,437,6,9
2022,PIN,Pinderfields General Hospital,England,606,405,595,68,398,595,67,256,595,43,233,256,91,342,595,58,283,342,83,297,312,95,27,123,22,107,177,61,22,24,92,398,593,67,*,576,*,599,606,99,590,606,97,590,595,99,433,595,73,606,606,100,588,595,99,436,595,73,603,606,100,603,606,100,393,595,66,606,538,113,16,24,559,606,92,429,606,71,18,606,3,576,606,95,*,606,*,45,546,8,52,606,9,8
2022,PGH,Poole General Hospital,England,943,189,925,20,209,925,23,787,925,85,649,787,83,139,925,15,17,139,12,417,425,98,64,230,28,173,322,54,16,16,100,581,919,63,47,908,5,920,943,98,941,943,100,862,925,93,716,925,77,925,943,98,897,925,97,732,925,79,935,943,99,935,943,99,165,925,18,943,891,106,18,19,824,943,87,629,943,67,29,943,3,841,943,89,651,943,69,447,878,51,59,943,6,6
2022,PCH,Prince Charles Hospital,Wales,269,148,257,58,150,257,58,98,257,38,85,98,87,160,257,62,129,160,81,17,124,14,*,15,*,61,92,66,20,21,95,105,196,54,19,257,7,53,269,20,0,269,0,231,257,90,164,257,64,237,269,88,28,257,11,22,257,9,*,269,*,257,269,96,0,257,0,269,223,121,23,34,231,269,86,190,269,71,11,269,4,250,269,93,0,269,0,0,220,0,15,269,6,7
2022,PAH,Princess Alexandra Hospital,England,347,257,342,75,170,342,50,68,342,20,10,68,15,242,342,71,32,242,13,163,173,94,21,85,25,69,122,57,*,*,*,207,340,61,*,335,*,340,347,98,316,347,91,339,342,99,226,342,66,346,347,100,337,342,99,268,342,78,340,347,98,289,347,83,198,342,58,347,344,101,19,19,249,347,72,209,347,60,12,347,4,270,347,78,*,347,*,0,323,0,25,347,7,7
2022,POW,Princess Of Wales Hospital,Wales,275,127,270,47,94,270,35,200,270,74,10,200,5,74,270,27,*,74,*,112,113,99,*,46,*,69,90,77,16,16,100,179,241,74,31,255,12,178,275,65,136,275,50,252,270,93,192,270,71,267,275,97,199,270,74,152,270,56,162,275,59,272,275,99,44,270,16,275,268,103,26,37,259,275,94,193,275,70,19,275,7,260,275,95,220,275,80,45,219,21,16,275,6,6
2022,TLF,"Princess Royal Hospital, Telford",England,270,139,255,55,150,255,59,200,255,78,196,200,98,55,255,22,*,55,*,138,140,99,10,58,17,71,82,87,15,20,75,187,255,73,*,267,*,269,270,100,232,270,86,251,255,98,209,255,82,270,270,100,255,255,100,173,255,68,268,270,99,268,270,99,125,255,49,270,255,106,18,19,227,270,84,152,270,56,0,270,0,246,270,91,0,270,0,92,249,37,16,270,6,8
2022,BRO,Princess Royal University Hospital (Bromley),England,353,226,347,65,276,347,80,53,347,15,24,53,45,289,347,83,29,289,10,168,180,93,27,91,30,51,74,69,23,24,96,246,346,71,*,338,*,347,353,98,329,353,93,340,347,98,250,347,72,343,353,97,335,347,97,186,347,54,351,353,99,352,353,100,199,347,57,353,360,98,18,17,265,353,75,216,353,61,*,353,*,336,353,95,0,353,0,0,337,0,16,353,5,5
2022,QAP,Queen Alexandra Hospital,England,767,556,753,74,528,753,70,362,753,48,212,362,59,402,753,53,237,402,59,322,397,81,51,193,26,143,206,69,37,38,97,489,753,65,145,743,20,767,767,100,756,767,99,751,753,100,717,753,95,767,767,100,753,753,100,614,753,82,764,767,100,765,767,100,548,753,73,767,734,105,17,17,736,767,96,639,767,83,12,767,2,737,767,96,648,767,85,580,727,80,29,767,4,4
2022,QKL,Queen Elizabeth Hospital (King's Lynn),England,441,270,434,62,210,434,48,302,434,70,254,302,84,129,434,30,88,129,68,221,224,99,28,107,26,114,118,97,17,20,85,341,433,79,51,426,12,435,441,99,425,441,96,411,434,95,380,434,88,424,441,96,417,434,96,310,434,71,435,441,99,439,441,100,242,434,56,441,404,109,18,19,412,441,93,343,441,78,14,441,3,419,441,95,*,441,*,117,409,29,27,441,6,5
2022,QEB,"Queen Elizabeth Hospital, Edgbaston",England,55,13,49,27,49,49,100,44,49,90,10,44,23,*,49,*,*,*,*,13,16,81,*,*,*,12,21,57,*,*,*,27,42,64,*,42,*,48,55,87,40,55,73,49,49,100,40,49,82,55,55,100,43,49,88,38,49,78,55,55,100,54,55,98,12,49,25,55,798,7,15,18,49,55,89,28,55,51,13,55,24,55,55,100,0,55,0,0,46,0,*,55,*,*
2022,QEG,"Queen Elizabeth Hospital, Gateshead",England,337,287,325,88,295,325,91,261,325,80,240,261,92,65,325,20,50,65,77,177,182,97,14,72,19,73,94,78,23,24,96,242,325,75,51,307,17,337,337,100,336,337,100,323,325,99,268,325,83,337,337,100,323,325,99,234,325,72,335,337,99,335,337,99,285,325,88,337,297,114,15,19,336,337,100,262,337,78,23,337,7,327,337,97,266,337,79,167,314,53,27,337,8,7
2022,GWH,"Queen Elizabeth Hospital, Woolwich",England,305,209,304,69,304,304,100,236,304,78,205,236,87,69,304,23,56,69,81,149,154,97,9,79,11,56,93,60,13,16,81,178,304,59,11,287,4,305,305,100,302,305,99,302,304,99,281,304,92,305,305,100,304,304,100,214,304,70,304,305,100,304,305,100,208,304,68,305,324,94,18,18,285,305,93,233,305,76,9,305,3,301,305,99,0,305,0,197,282,70,20,305,7,8
2022,QEQ,Queen Elizabeth the Queen Mother Hospital,England,498,340,489,70,186,489,38,215,489,44,173,215,81,297,489,61,146,297,49,197,242,81,24,114,21,65,180,36,21,23,91,248,484,51,*,489,*,479,498,96,421,498,85,427,489,87,292,489,60,475,498,95,439,489,90,343,489,70,472,498,95,495,498,99,225,489,46,498,487,102,18,17,407,498,82,302,498,61,*,498,*,463,498,93,*,498,*,90,460,20,37,498,7,8
2022,BRT,Queens Hospital,England,329,171,328,52,157,328,48,87,328,27,73,87,84,246,328,75,197,246,80,154,154,100,12,67,18,109,119,92,14,16,88,260,328,79,*,320,*,327,329,99,284,329,86,321,328,98,257,328,78,329,329,100,318,328,97,261,328,80,327,329,99,329,329,100,141,328,43,329,199,165,15,20,312,329,95,277,329,84,9,329,3,328,329,100,136,329,41,49,306,16,*,329,*,*
2022,OLD,Queens Hospital Romford,England,500,282,490,58,488,490,100,348,490,71,59,348,17,186,490,38,38,186,20,204,236,86,28,96,29,90,108,83,65,67,97,363,483,75,79,490,16,476,500,95,353,500,71,480,490,98,471,490,96,488,500,98,461,490,94,368,490,75,492,500,98,496,500,99,195,490,40,500,548,91,21,21,438,500,88,341,500,68,*,500,*,476,500,95,239,500,48,49,461,11,23,500,5,5
2022,ROT,Rotherham General Hospital,England,270,204,269,76,234,269,87,71,269,26,31,71,44,207,269,77,22,207,11,138,151,91,24,44,55,52,63,83,*,*,*,220,269,82,11,263,4,270,270,100,261,270,97,267,269,99,175,269,65,270,270,100,269,269,100,171,269,64,270,270,100,270,270,100,197,269,73,270,271,100,15,16,255,270,94,214,270,79,*,270,*,270,270,100,165,270,61,170,254,67,15,270,6,4
2022,AEI,Royal Albert Edward Infirmary,England,383,257,373,69,365,373,98,123,373,33,12,123,10,258,373,69,62,258,24,184,186,99,13,70,19,103,129,80,18,23,78,277,372,75,*,375,*,378,383,99,370,383,97,370,373,99,326,373,87,380,383,99,368,373,99,267,373,72,381,383,100,383,383,100,244,373,65,383,377,102,17,20,364,383,95,264,383,69,*,383,*,376,383,98,244,383,64,276,353,78,19,383,5,5
2022,RBE,Royal Berkshire Hospital,England,514,295,497,59,295,497,59,401,497,81,147,401,37,116,497,23,*,116,*,219,253,87,56,119,47,134,155,87,32,41,78,377,496,76,330,495,67,508,514,99,510,514,99,491,497,99,441,497,89,511,514,99,482,497,97,408,497,82,512,514,100,512,514,100,286,497,58,514,426,121,16,16,459,514,89,389,514,76,15,514,3,491,514,96,464,514,90,189,483,39,28,514,5,7
2022,BLA,Royal Blackburn Hospital,England,496,202,487,42,456,487,94,43,487,9,16,43,37,447,487,92,186,447,42,254,262,97,44,113,39,127,147,86,25,28,89,378,484,78,22,468,5,478,496,96,418,496,84,486,487,100,460,487,95,489,496,99,468,487,96,333,487,68,490,496,99,495,496,100,172,487,35,496,461,108,12,23,491,496,99,385,496,78,10,496,2,493,496,99,14,496,3,297,464,64,26,496,5,5
2022,BOL,Royal Bolton Hospital,England,420,205,417,49,224,417,54,190,417,46,46,190,24,243,417,58,44,243,18,228,232,98,11,77,14,87,124,70,37,38,97,289,405,71,*,409,*,365,420,87,283,420,67,404,417,97,327,417,78,400,420,95,326,417,78,200,417,48,391,420,93,419,420,100,113,417,27,420,382,110,19,22,387,420,92,315,420,75,*,420,*,416,420,99,310,420,74,125,381,33,28,420,7,5
2022,RCH,Royal Cornwall Hospital,England,700,341,687,50,310,687,45,214,687,31,173,214,81,512,687,75,396,512,77,320,323,99,71,186,38,138,192,72,46,53,87,490,672,73,88,684,13,643,700,92,661,700,94,671,687,98,380,687,55,590,700,84,657,687,96,497,687,72,692,700,99,698,700,100,228,687,33,700,693,101,11,16,338,700,48,256,700,37,14,700,2,689,700,98,0,700,0,0,641,0,36,700,5,5
2022,DER,Royal Derby Hospital,England,630,359,627,57,429,627,68,41,627,7,21,41,51,587,627,94,317,587,54,320,325,99,25,126,20,106,153,69,32,37,87,433,610,71,28,607,5,600,630,95,515,630,82,607,627,97,401,627,64,594,630,94,602,627,96,495,627,79,608,630,97,628,630,100,270,627,43,630,655,96,17,20,580,630,92,470,630,75,22,630,4,627,630,100,452,630,72,94,571,17,47,630,7,8
2022,RDE,Royal Devon & Exeter Hospital,England,605,304,591,51,464,591,79,344,591,58,228,344,66,274,591,46,61,274,22,329,329,100,41,146,28,122,166,74,39,40,98,439,586,75,59,568,10,587,605,97,592,605,98,587,591,99,520,591,88,585,605,97,566,591,96,429,591,73,604,605,100,604,605,100,268,591,45,605,571,106,12,19,602,605,100,493,605,82,12,605,2,601,605,99,492,605,81,447,566,79,37,605,6,7
2022,RFH,Royal Free Hospital,England,131,33,129,26,83,129,64,78,129,61,38,78,49,53,129,41,*,53,*,72,76,95,*,34,*,35,37,95,*,*,*,92,125,74,*,125,*,116,131,89,115,131,88,106,129,82,56,129,43,75,131,57,88,129,68,65,129,50,126,131,96,129,131,99,11,129,9,131,72,182,20,20,79,131,60,70,131,53,*,131,*,119,131,91,0,131,0,0,124,0,*,131,*,*
2022,RGH,Royal Glamorgan,Wales,275,162,274,59,46,274,17,189,274,69,142,189,75,86,274,31,63,86,73,121,134,90,*,41,*,71,73,97,20,20,100,185,229,81,15,262,6,137,275,50,15,275,6,241,274,88,173,274,63,202,275,74,*,274,*,*,274,*,0,275,0,256,275,93,0,274,0,275,215,128,26,39,252,275,92,198,275,72,12,275,4,253,275,92,0,275,0,0,207,0,13,275,5,8
2022,RLI,Royal Lancaster Infirmary,England,317,175,313,56,221,313,71,196,313,63,89,196,45,120,313,38,10,120,8,139,148,94,11,59,19,73,114,64,14,18,78,195,310,63,52,306,17,313,317,99,300,317,95,304,313,97,219,313,70,313,317,99,304,313,97,221,313,71,314,317,99,316,317,100,160,313,51,317,292,109,20,25,311,317,98,237,317,75,9,317,3,169,317,53,0,317,0,0,285,0,25,317,8,8
2022,LON,Royal London Hospital,England,18,9,18,50,10,18,56,15,18,83,*,15,*,*,18,*,*,*,*,12,12,100,0,0,,*,*,*,*,*,*,13,15,87,*,11,*,11,18,61,16,18,89,12,18,67,*,18,*,18,18,100,13,18,72,*,18,*,16,18,89,18,18,100,*,18,*,18,34,53,28,23,14,18,78,11,18,61,*,18,*,14,18,78,*,18,*,0,15,0,*,18,*,*
2022,OHM,Royal Oldham Hospital,England,414,231,403,57,402,403,100,162,403,40,62,162,38,250,403,62,39,250,16,134,172,78,32,87,37,42,140,30,14,18,78,191,402,48,*,391,*,407,414,98,381,414,92,400,403,99,371,403,92,407,414,98,395,403,98,299,403,74,401,414,97,410,414,99,207,403,51,414,310,134,17,25,408,414,99,315,414,76,12,414,3,362,414,87,*,414,*,75,361,21,32,414,8,8
2022,RPH,Royal Preston Hospital,England,481,168,481,35,312,481,65,217,481,45,51,217,24,282,481,59,35,282,12,231,234,99,39,89,44,118,178,66,33,39,85,356,481,74,18,451,4,481,481,100,444,481,92,374,481,78,330,481,69,481,481,100,481,481,100,389,481,81,481,481,100,481,481,100,120,481,25,481,409,118,16,17,461,481,96,350,481,73,10,481,2,461,481,96,380,481,79,342,460,74,21,481,4,5
2022,RSS,Royal Shrewsbury Hospital,England,423,243,379,64,93,379,25,201,379,53,13,201,7,179,379,47,*,179,*,174,199,87,13,81,16,141,155,91,*,17,*,272,375,73,11,403,3,414,423,98,370,423,88,368,379,97,276,379,73,414,423,98,370,379,98,312,379,82,411,423,97,414,423,98,216,379,57,423,369,115,11,13,302,423,71,215,423,51,17,423,4,399,423,94,15,423,4,120,397,30,36,423,9,7
2022,RSU,Royal Surrey County Hospital,England,388,238,373,64,165,373,44,276,373,74,150,276,54,158,373,42,34,158,22,224,225,100,29,82,35,56,84,67,26,26,100,264,351,75,20,380,5,317,388,82,369,388,95,368,373,99,327,373,88,264,388,68,291,373,78,207,373,56,387,388,100,387,388,100,117,373,31,388,323,120,9,21,384,388,99,320,388,83,*,388,*,352,388,91,15,388,4,11,368,3,16,388,4,5
2022,RSC,Royal Sussex County Hospital,England,646,485,642,76,642,642,100,62,642,10,50,62,81,582,642,91,394,582,68,250,256,98,87,155,56,34,181,19,30,31,97,412,637,65,63,624,10,629,646,97,579,646,90,626,642,98,468,642,73,597,646,92,607,642,95,475,642,74,619,646,96,638,646,99,427,642,67,646,585,110,19,19,458,646,71,403,646,62,20,646,3,588,646,91,0,646,0,109,610,18,23,646,4,4
2022,BAT,Royal United Hospital Bath,England,574,339,551,62,132,551,24,159,551,29,103,159,65,397,551,72,249,397,63,317,320,99,*,127,*,158,189,84,27,28,96,396,548,72,177,554,32,559,574,97,564,574,98,539,551,98,418,551,76,504,574,88,541,551,98,359,551,65,565,574,98,566,574,99,284,551,52,574,558,103,15,16,519,574,90,385,574,67,20,574,3,562,574,98,412,574,72,348,527,66,41,574,7,7
2022,RVN,Royal Victoria Infirmary,England,470,344,451,76,424,451,94,370,451,82,314,370,85,85,451,19,63,85,74,208,213,98,43,91,47,128,171,75,28,33,85,346,444,78,130,440,30,429,470,91,453,470,96,443,451,98,359,451,80,418,470,89,412,451,91,314,451,70,462,470,98,467,470,99,266,451,59,470,462,102,12,25,387,470,82,321,470,68,28,470,6,439,470,93,0,470,0,*,441,*,19,470,4,4
2022,RUS,Russells Hall Hospital,England,556,278,533,52,467,533,88,107,533,20,49,107,46,441,533,83,169,441,38,284,291,98,29,112,26,131,198,66,18,20,85,371,533,70,*,533,*,555,556,100,546,556,98,518,533,97,396,533,74,555,556,100,527,533,99,408,533,77,547,556,98,547,556,98,264,533,50,556,512,109,21,21,526,556,95,423,556,76,19,556,3,540,556,97,268,556,48,338,506,67,44,556,8,8
2022,SLF,Salford Royal,England,328,181,322,56,266,322,83,197,322,61,186,197,94,130,322,40,115,130,89,132,136,97,21,47,45,59,86,69,38,40,95,249,308,81,14,308,5,290,328,88,313,328,95,306,322,95,227,322,71,328,328,100,310,322,96,222,322,69,325,328,99,326,328,99,145,322,45,328,298,110,20,30,307,328,94,257,328,78,19,328,6,326,328,99,35,328,11,26,292,9,23,328,7,5
2022,SAL,Salisbury District Hospital,England,315,237,308,77,156,308,51,249,308,81,223,249,90,59,308,19,11,59,19,161,162,99,13,74,18,66,79,84,22,24,92,228,307,74,20,300,7,313,315,99,310,315,98,305,308,99,247,308,80,315,315,100,306,308,99,263,308,85,314,315,100,314,315,100,232,308,75,315,303,104,19,21,270,315,86,210,315,67,15,315,5,314,315,100,96,315,31,91,292,31,19,315,6,7
2022,SAN,Sandwell District Hospital,England,422,295,415,71,415,415,100,20,415,5,*,20,*,394,415,95,293,394,74,158,179,88,17,84,20,72,184,39,15,16,88,206,412,50,40,404,10,411,422,97,383,422,91,408,415,98,329,415,79,329,422,78,401,415,97,284,415,68,415,422,98,420,422,100,199,415,48,422,330,128,14,20,375,422,89,315,422,75,14,422,3,412,422,98,0,422,0,0,396,0,29,422,7,8
2022,SCA,Scarborough General Hospital,England,292,148,284,52,226,284,80,144,284,51,47,144,33,126,284,44,21,126,17,158,164,96,25,54,46,72,85,85,10,10,100,223,269,83,*,277,*,221,292,76,141,292,48,268,284,94,231,284,81,265,292,91,151,284,53,133,284,47,267,292,91,291,292,100,44,284,16,292,334,87,13,17,245,292,84,215,292,74,14,292,5,267,292,91,0,292,0,0,271,0,*,292,*,*
