,PUMA Number,PUMA Name,Latitude,Longitude,Elevation,Time Zone
1803,G42003504,Lancaster County (Southwest)--Columbia Borough PUMA,39.994,-76.374,78,-5
1804,G42003603,York County (South) PUMA,39.82,-76.623,257,-5
1805,G42003702,Franklin County (Outside Washington Township & Waynesboro Borough) PUMA,39.939,-77.729,193,-5
1806,G42003900,Fayette County PUMA,39.914,-79.645,536,-5
1807,G42004002,Washington (South) & Greene Counties PUMA,39.931,-80.2,359,-5
1808,G42000900,Lycoming & Clinton Counties PUMA,41.298,-77.304,512,-5
1809,G42001501,Lawrence & Beaver (North) Counties--New Castle City PUMA,40.947,-80.333,369,-5
1810,G42000702,Lackawanna (Outside Greater Scranton City) & Wyoming Counties PUMA,41.477,-75.803,324,-5
1811,G42002802,Lehigh County (South--Outside Allentown & Bethlehem Cities)--Emmaus Borough PUMA,40.551,-75.493,109,-5
1812,G42001200,Centre County PUMA,40.909,-77.848,356,-5
1813,G42000803,Columbia & Luzerne (West) Counties--Bloomsburg Town & Berwick Borough PUMA,41.106,-76.302,464,-5
1814,G42000102,Erie County (Outer) PUMA,42.209,-80.13,174,-5
1815,G42000300,"Clearfield, McKean, Elk, Potter & Cameron Counties PUMA",41.501,-78.323,620,-5
1816,G42000801,Luzerne County (East)--Kingston Borough PUMA,41.207,-75.812,576,-5
1817,G42001300,"Venango, Jefferson, Clarion & Forest Counties PUMA",41.29,-79.354,430,-5
1818,G42001804,"Allegheny County (East)--Monroeville Municipality, Plum & Wilkinsburg Boroughs PUMA",40.46,-79.788,374,-5
1819,G42002001,Westmoreland County (Northwest)--Murrysville Municipality & New Kensington City PUMA,40.5,-79.646,361,-5
1820,G42002402,Dauphin County (Outer)--Hershey PUMA,40.422,-76.826,301,-5
1821,G42002801,Carbon & Lehigh (North) Counties PUMA,40.835,-75.699,168,-5
1822,G42003201,Philadelphia City (Far Northeast) PUMA,40.081,-75.011,32,-5
1823,G42003209,Philadelphia City (Center City) PUMA,39.952,-75.157,9,-5
1824,G42003303,Delaware County (Southeast)--Chester City PUMA,39.868,-75.323,5,-5
1825,G42003602,York County (North)--Weigelstown PUMA,40.045,-76.863,243,-5
1826,G42003701,Adams & Franklin (Southeast) Counties PUMA,39.862,-77.241,170,-5
1827,G42003800,"Somerset, Bedford & Fulton Counties PUMA",39.978,-78.65,446,-5
1828,G42004001,Washington County (North)--Washington City PUMA,40.269,-80.314,382,-5
1829,G42002803,Allentown City PUMA,40.594,-75.478,89,-5
1830,G42001807,Allegheny County (South)--Bethel Park Municipality & Jefferson Hills Borough PUMA,40.321,-80.041,343,-5
1831,G42003401,Chester County (North)--Phoenixville Borough PUMA,40.14,-75.611,106,-5
1832,G42001803,Allegheny County (North Central) PUMA,40.521,-79.994,334,-5
1833,G42002002,Westmoreland County (Southwest)--Greensburg City PUMA,40.239,-79.681,343,-5
1834,G42001802,Allegheny County (North)--Franklin Park Borough & Allison Park PUMA,40.606,-79.959,354,-5
1835,G42003502,Lancaster County (Northwest)--Elizabethtown Borough PUMA,40.152,-76.468,144,-5
1836,G42002702,Berks County (Southwest)--Reading City PUMA,40.253,-75.919,130,-5
1837,G42001701,Pittsburgh City (North) PUMA,40.459,-79.959,297,-5
1838,G42002401,Dauphin County (Central)--Harrisburg City & Colonial Park PUMA,40.291,-76.829,154,-5
1839,G42003403,Chester County (West Central)--Coatesville City PUMA,40.041,-75.792,163,-5
1840,G42003601,York County (Central)--York City & Shiloh PUMA,39.955,-76.72,134,-5
1841,G44000101,Northwest Rhode Island--Providence County (West & Central)--Woonsocket City PUMA,41.875,-71.642,150,-5
1842,G44000102,Northeast Rhode Island--Providence County--Pawtucket & Central Falls Cities PUMA,41.932,-71.427,32,-5
1843,G44000103,Providence City PUMA,41.823,-71.419,13,-5
1844,G44000104,Providence County (Southeast)--Cranston & East Providence Cities PUMA,41.779,-71.439,17,-5
1845,G44000201,Central Rhode Island--Kent County--Warwick City PUMA,41.678,-71.576,77,-5
1846,G44000300,Southeast Rhode Island--Newport & Bristol Counties--Newport City PUMA,41.53,-71.28,47,-5
1847,G44000400,South Rhode Island--Washington County PUMA,41.401,-71.618,51,-5
1848,G45001400,"Beaufort & Jasper Counties--Hilton Head Island, Bluffton Towns & Beaufort City PUMA",32.387,-80.831,1,-5
1849,G45001500,Aiken & Edgefield Counties--Aiken & North Augusta Cities PUMA,33.613,-81.737,131,-5
1850,G45001600,"Greenwood, Abbeville & McCormick Counties PUMA",34.107,-82.298,142,-5
1851,G45000101,Pickens & Oconee Counties--Easley & Clemson Cities PUMA,34.811,-82.918,252,-5
1852,G45000102,Greenville County (North)--Greer City (North & West) & Taylors (Central & East) PUMA,35.073,-82.412,401,-5
1853,G45000103,Greenville County (North Central & Outside Greenville City)--Wade Hampton & Berea PUMA,34.907,-82.427,322,-5
1854,G45000104,Greenville County (Central)--Greenville & Mauldin Cities PUMA,34.814,-82.341,299,-5
1855,G45000105,"Greenville (South) & Laurens Counties--Simpsonville, Laurens & Clinton Cities PUMA",34.525,-82.086,224,-5
1856,G45000200,Anderson County--Anderson City PUMA,34.52,-82.638,231,-5
1857,G45000301,Spartanburg County (Central)--Spartanburg City PUMA,34.954,-81.933,243,-5
1858,G45000302,Spartanburg County (Outside Spartanburg City)--Greer City (East) PUMA,35.042,-82.097,283,-5
1859,G45000400,"Cherokee, Newberry, Chester & Union Counties PUMA",34.636,-81.484,148,-5
1860,G45000501,York County (West & Outside Rock Hill City) PUMA,34.984,-81.228,223,-5
1861,G45000502,York County (East)--Rock Hill City & Fort Mill Town PUMA,34.953,-81.03,193,-5
1862,G45000601,Lexington (South & West) & Saluda Counties--Lexington Town & Red Bank PUMA,33.929,-81.488,196,-5
1863,G45000602,"Lexington County (North & East)--West Columbia, Cayce Cities, Irmo Town & Seven Oaks PUMA",33.899,-81.116,56,-5
1864,G45000603,Richland (North) & Fairfield Counties--Forest Acres City & Dentsville PUMA,34.335,-81.106,158,-5
1865,G45000604,Richland County (Central)--Columbia City PUMA,34.053,-80.914,70,-5
1866,G45000605,"Kershaw, Richland (South) & Calhoun Counties PUMA",34.06,-80.685,66,-5
1867,G45000700,"Lancaster, Chesterfield & Marlboro Counties PUMA",34.637,-80.191,95,-5
1868,G45000800,"Sumter, Clarendon, Williamsburg & Lee Counties--Sumter City PUMA",33.784,-80.089,22,-5
1869,G45000900,Florence & Darlington Counties--Florence City PUMA,34.154,-79.806,28,-5
1870,G45001000,"Georgetown, Marion & Dillon Counties PUMA",33.838,-79.309,5,-5
1871,G45001101,Horry County (West & North)--Conway City & Red Hill PUMA,33.953,-79.034,20,-5
1872,G45001102,"Horry County (Southeast)--Myrtle Beach, North Myrtle Beach Cities & Socastee (East) PUMA",33.755,-78.814,7,-5
1873,G45001201,Dorchester (North & West) & Berkeley (Southwest) Counties--Summerville Town & Ladson PUMA,33.12,-80.415,27,-5
1874,G45001202,Charleston (South & West) & Berkeley (South) Counties--Charleston City PUMA,32.763,-80.005,0,-5
1875,G45001203,Charleston (Northeast) & Berkeley (North & East) Counties--Mount Pleasant Town PUMA,33.186,-79.83,18,-5
1876,G45001204,"Charleston, Berkeley & Dorchester Counties--North Charleston City PUMA",32.935,-80.124,6,-5
1877,G45001300,"Orangeburg, Colleton, Barnwell, Hampton, Bamberg & Allendale Counties PUMA",33.098,-80.97,37,-5
1878,G46000100,West South Dakota--Rapid City PUMA,44.761,-103.063,868,-7
1879,G46000200,Lakota Region PUMA,44.095,-100.919,592,-6
1880,G46000300,Northeast South Dakota PUMA,45.308,-98.319,396,-6
1881,G46000400,Jackrabbit Region PUMA,43.988,-98.041,394,-6
1882,G46000500,Southeast South Dakota (Outside Sioux Falls City) PUMA,43.294,-97.014,385,-6
1883,G46000600,Sioux Falls City PUMA,43.533,-96.732,454,-6
1884,G47000900,"Campbell, Claiborne, Scott, Morgan & Hancock Counties PUMA",36.383,-84.157,502,-5
1885,G47001000,Hawkins & Sullivan (Northwest) Counties--Kingsport City PUMA,36.451,-82.907,405,-5
1886,G47001100,Sullivan County (Southeast)--Bristol City PUMA,36.507,-82.278,442,-5
1887,G47001200,"Greene, Carter, Unicoi & Johnson Counties PUMA",36.081,-82.8,444,-5
1888,G47001300,Washington County--Johnson City PUMA,36.296,-82.495,541,-5
1889,G47001400,"Hamblen, Cocke & Grainger Counties PUMA",35.898,-83.112,535,-5
1890,G47001500,Sevier & Jefferson Counties PUMA,35.878,-83.502,316,-5
1891,G47001601,"Anderson, Union & Knox (North) Counties--Oak Ridge (East) & Clinton Cities PUMA",36.18,-84.039,389,-5
1892,G47001602,Knox County (East) PUMA,36.027,-83.819,250,-5
1893,G47001603,Knoxville City PUMA,35.971,-83.946,276,-5
1894,G47001604,Knox County (West)--Farragut Town PUMA,35.914,-84.127,299,-5
1895,G47001700,Blount County PUMA,35.688,-83.923,341,-5
1896,G47001800,"Roane, Loudon & Monroe Counties--Oak Ridge City (West) PUMA",35.621,-84.349,285,-5
1897,G47001900,"Bradley, McMinn & Polk Counties--Cleveland City PUMA",35.238,-84.645,241,-5
1898,G47002001,Chattanooga City (South & Central) PUMA,35.025,-85.24,241,-5
1899,G47002002,Hamilton County (South)--Chattanooga (North) & Red Bank Cities PUMA,35.113,-85.222,294,-5
1900,G47002003,Hamilton County (North)--Soddy-Daisy City PUMA,35.236,-85.12,257,-5
1901,G47002100,"Rhea, Marion, Sequatchie, Grundy, Bledsoe & Meigs Counties PUMA",35.417,-85.332,257,-6
1902,G47002200,"Coffee, Franklin, Lincoln & Moore Counties PUMA",35.247,-86.276,288,-6
1903,G47002300,Wilson County--Lebanon & Mount Juliet Cities PUMA,36.148,-86.29,238,-6
1904,G47002401,Rutherford County (North)--Smyrna Town & La Vergne City PUMA,35.945,-86.443,166,-6
1905,G47002402,Rutherford County (South)--Murfreesboro City PUMA,35.761,-86.394,214,-6
1906,G47002501,Nashville-Davidson (East) PUMA,36.142,-86.617,147,-6
1907,G47002502,Nashville-Davidson (North) PUMA,36.299,-86.835,233,-6
1908,G47002503,Nashville-Davidson (Central) PUMA,36.174,-86.78,119,-6
1909,G47002600,Williamson County--Franklin & Brentwood Cities PUMA,35.895,-86.897,307,-6
1910,G47002700,"Maury, Bedford & Marshall Counties PUMA",35.549,-86.808,225,-6
1911,G47002800,"Lawrence, Giles, Wayne, Lewis & Perry Counties PUMA",35.321,-87.516,290,-6
1912,G47002900,"Henderson, Hardeman, McNairy, Hardin, Haywood & Decatur Counties PUMA",35.21,-88.355,143,-6
1913,G47003000,Madison & Chester Counties--Jackson City PUMA,35.543,-88.771,140,-6
1914,G47003100,"Tipton, Fayette & Lauderdale Counties PUMA",35.461,-89.581,100,-6
1915,G47003201,Memphis City (Central Riverside) PUMA,35.129,-90.019,84,-6
1916,G47003202,Memphis City (Central Midtown) PUMA,35.13,-89.921,90,-6
1917,G47003203,Memphis (North) & Bartlett (Southwest) Cities PUMA,35.21,-89.931,87,-6
1918,G47003204,Shelby County (North)--Bartlett (North & East) & Millington Cities PUMA,35.306,-89.902,90,-6
1919,G47003205,"Memphis (East), Lakeland Cities & Arlington Town (South) PUMA",35.178,-89.729,93,-6
1920,G47003206,Shelby County (Southeast)--Collierville Town & Germantown City PUMA,35.053,-89.749,104,-6
1921,G47003207,Memphis City (Southeast) PUMA,35.068,-89.861,85,-6
1922,G47003208,Memphis City (Southwest) PUMA,35.04,-90.077,75,-6
1923,G47000500,Sumner County--Hendersonville City PUMA,36.47,-86.459,227,-6
1924,G47000700,"Putnam, Overton, Jackson, Clay & Pickett Counties PUMA",36.35,-85.43,282,-6
1925,G47002505,Nashville-Davidson (Southwest) PUMA,36.094,-86.915,271,-6
1926,G47002504,Nashville-Davidson (Southeast) PUMA,36.047,-86.705,208,-6
1927,G47000100,"Northwest Tennessee--Gibson, Dyer, Obion, Crockett & Lake Counties PUMA",36.11,-89.172,114,-6
1928,G47000200,"Land Between the Lakes--Weakley, Henry, Carroll, Humphreys, Benton & Houston Counties PUMA",36.156,-88.239,121,-6
1929,G47000300,Montgomery & Stewart Counties--Clarksville City PUMA,36.492,-87.599,193,-6
1930,G47000400,"Robertson, Dickson, Cheatham & Hickman Counties PUMA",36.166,-87.238,222,-6
1931,G47000600,"Warren, Macon, Smith, DeKalb, Cannon & Trousdale Counties PUMA",36.035,-85.93,168,-6
1932,G47000800,"Cumberland, White, Fentress & Van Buren Counties PUMA",36.022,-85.143,583,-6
1933,G48000100,Panhandle Regional Planning Commission (Outside Potter & Randall Counties) PUMA,35.419,-101.495,1070,-6
1934,G48000200,Panhandle Regional Planning Commission--Potter County--Amarillo City (North) PUMA,35.399,-101.894,1010,-6
1935,G48000300,Panhandle Regional Planning Commission--Randall County--Amarillo City (South) PUMA,34.963,-101.896,1066,-6
1936,G48000400,South Plains Association of Governments (Outside Lubbock County) PUMA,33.638,-101.535,959,-6
1937,G48000501,South Plains Association of Governments--Lubbock County--Lubbock City (Central) PUMA,33.566,-101.887,983,-6
1938,G48000502,South Plains Association of Governments--Lubbock County--Lubbock City (Outer) PUMA,33.611,-101.814,983,-6
1939,G48000600,North Texas Regional Planning Commission (Outside Wichita County) & Wise County PUMA,33.689,-98.795,317,-6
1940,G48000700,North Texas Regional Planning Commission--Wichita County--Wichita Falls City PUMA,33.991,-98.717,323,-6
1941,G48000800,"Texoma COG--Grayson, Cooke & Fannin Counties PUMA",33.619,-96.666,253,-6
1942,G48000900,"Hunt & Rockwall Counties--Rockwall, Greenville & Dallas (Far Northeast) Cities PUMA",33.087,-96.135,166,-6
1943,G48001000,Ark-Tex COG (West) PUMA,33.4,-95.292,101,-6
1944,G48001100,Ark-Tex COG (East)--Bowie & Cass Counties PUMA,33.267,-94.374,69,-6
1945,G48001200,"East Texas COG (Northeast)--Harrison, Upshur & Marion Counties PUMA",32.664,-94.538,80,-6
1946,G48001300,"East Texas COG (Northwest)--Van Zandt, Wood, Camp & Rains Counties PUMA",32.717,-95.589,109,-6
1947,G48001400,Kaufman County PUMA,32.599,-96.288,126,-6
1948,G48001501,East Texas COG (Central)--Smith County (Outside Tyler City) PUMA,32.382,-95.261,159,-6
1949,G48001502,East Texas COG (Central)--Smith County (West)--Tyler City PUMA,32.306,-95.332,176,-6
1950,G48001600,East Texas COG (Central)--Gregg County--Longview City PUMA,32.486,-94.816,86,-6
1951,G48001700,"East Texas COG (Southeast)--Rusk, Cherokee & Panola Counties PUMA",32.022,-94.783,133,-6
1952,G48001800,East Texas COG (Southwest)--Henderson & Anderson Counties PUMA,32.012,-95.761,130,-6
1953,G48001901,"Collin County (Southwest)--Dallas (North), Plano (South) & Richardson (North) Cities PUMA",33.006,-96.74,209,-6
1954,G48001902,Collin County (Southwest)--Plano City (West) PUMA,33.07,-96.79,209,-6
1955,G48001903,Collin County (Southwest)--Plano City (Central) PUMA,33.049,-96.711,201,-6
1956,G48001904,"Collin County (South Central)--Allen, Murphy, Plano (East) & Parker Cities PUMA",33.069,-96.644,191,-6
1957,G48001905,Collin County (Central)--McKinney City PUMA,33.192,-96.659,180,-6
1958,G48001906,Collin County (Northwest)--Frisco City (East) & Prosper Town PUMA,33.26,-96.77,222,-6
1959,G48001907,Collin County (East) PUMA,33.212,-96.472,155,-6
1960,G48004100,Deep East Texas COG (East) PUMA,31.095,-94.074,48,-6
1961,G48004200,Orange & Hardin Counties PUMA,30.269,-94.245,18,-6
1962,G48004301,Jefferson County (North Central)--Beaumont City PUMA,30.09,-94.148,7,-6
1963,G48004302,Jefferson County (Outside Beaumont City)--Port Arthur City PUMA,29.83,-94.155,3,-6
1964,G48004400,Houston-Galveston Area Council--Liberty & Chambers Counties PUMA,29.964,-94.752,6,-6
1965,G48004501,Houston-Galveston Area Council--Montgomery County (Northeast)--Conroe City (East) PUMA,30.381,-95.457,85,-6
1966,G48004502,Houston-Galveston Area Council--Montgomery County (West)--Conroe City (West) PUMA,30.279,-95.654,70,-6
1967,G48004503,Houston-Galveston Area Council--Montgomery County (South)--The Woodlands (North) PUMA,30.176,-95.508,50,-6
1968,G48004504,Houston-Galveston Area Council--Montgomery County (Southeast) PUMA,30.136,-95.275,35,-6
1969,G48004602,Houston City (East Central)--East of I-45 & Inside Loop I-610 PUMA,29.74,-95.308,11,-6
1970,G48004603,"Houston City (South Central)--South of US-59, West of I-45 & Inside Loop I-610 PUMA",29.704,-95.385,13,-6
1971,G48004605,Harris County (Southeast)--Pasadena City (North & Central)--Inside Beltway TX-8 PUMA,29.69,-95.188,9,-6
1972,G48004606,"Houston (East), Galena Park, Jacinto Cities & Cloverleaf PUMA",29.777,-95.219,8,-6
1973,G48004607,Houston City (Northeast)--Between Loop I-610 & Beltway TX-8 PUMA,29.87,-95.265,16,-6
1974,G48004608,Houston City (North) & Aldine--Between Loop I-610 & Beltway TX-8 PUMA,29.896,-95.351,19,-6
1975,G48004611,Houston City (Northwest)--Between Loop I-610 & Beltway TX-8 PUMA,29.867,-95.514,28,-6
1976,G48004612,Houston (West) & Spring Valley Village Cities--Between Loop I-610 & Beltway TX-8 PUMA,29.802,-95.52,25,-6
1977,G48004613,Houston (West) & Hunters Creek Village Cities--Between Loop I-610 & Beltway TX-8 PUMA,29.756,-95.504,10,-6
1978,G48004614,"Houston City (West)--Westpark Tollway, Between Loop I-610 & Beltway TX-8 PUMA",29.717,-95.508,20,-6
1979,G48004615,Houston (Southwest) & Bellaire (Southeast) Cities--Between Loop I-610 & Beltway TX-8 PUMA,29.685,-95.515,19,-6
1980,G48004616,Houston City (Southwest)--Between Loop I-610 & Beltway TX-8 PUMA,29.654,-95.491,19,-6
1981,G48004617,Houston City (South)--Between Loop I-610 & Beltway TX-8 PUMA,29.626,-95.392,15,-6
1982,G48004618,Houston City (Southeast)--West of Pasadena City & Outside Loop I-610 PUMA,29.679,-95.288,9,-6
1983,G48004619,Houston (Southeast) & South Houston Cities--Inside Beltway TX-8 PUMA,29.633,-95.252,13,-6
1984,G48004620,Houston (Southeast) & Webster Cities PUMA,29.567,-95.174,11,-6
1985,G48002512,Fort Worth City (North Central) & Haltom City (North)--Inside Loop I-820 PUMA,32.818,-97.319,190,-6
1986,G48002513,Fort Worth City (South Central) & Edgecliff Village Town PUMA,32.681,-97.358,235,-6
1987,G48002514,Tarrant County (Southwest)--Fort Worth (Southwest) & Benbrook Cities PUMA,32.646,-97.466,211,-6
1988,G48002515,Tarrant County (West)--Fort Worth City (West) PUMA,32.794,-97.474,182,-6
1989,G48002516,Tarrant County (Northwest)--Fort Worth (Northwest) & Saginaw Cities PUMA,32.918,-97.426,251,-6
1990,G48002600,West Central Texas COG (Outside Taylor County) PUMA,32.543,-99.75,518,-6
1991,G48002700,West Central Texas COG--Taylor County--Abilene City PUMA,32.296,-99.893,709,-6
1992,G48002800,Concho Valley COG & Permian Basin Regional Planning Commission (East) PUMA,31.357,-100.851,731,-6
1993,G48002900,Concho Valley COG--Tom Green County--San Angelo City PUMA,31.402,-100.461,570,-6
1994,G48003100,Permian Basin Regional Planning Commission (Central)--Ector County--Odessa City PUMA,31.865,-102.543,920,-6
1995,G48003200,Rio Grande COG & Permian Basin Regional Planning Commission (West) PUMA,30.897,-103.625,1036,-6
1996,G48003301,El Paso County (Outside El Paso City)--Socorro & Horizon Cities PUMA,31.733,-106.149,1235,-7
1997,G48004621,"Houston (Southeast), Pasadena (Southeast), La Porte (South) & Seabrook (East) Cities PUMA",29.614,-95.07,4,-6
1998,G48004622,"Harris County (East)--Deer Park, La Porte (North) Cities & Channelview PUMA",29.744,-95.106,2,-6
1999,G48004623,Harris County (East)--Baytown City PUMA,29.81,-95.006,9,-6
2000,G48004624,Harris County (Northeast)--Houston City (Far Northeast) PUMA,30.002,-95.119,13,-6
2001,G48004625,"Harris County (North)--Houston (North), Humble Cities & Atascocita PUMA",29.989,-95.272,25,-6
2002,G48004626,"Harris County (North)--Houston City (North)--I-45, Between Beltway TX-8 & FM-1960 PUMA",29.976,-95.434,30,-6
2003,G48004627,Harris County (Far North)--Spring PUMA,30.059,-95.409,35,-6
2004,G48004628,Harris County (Northwest)--Jersey Village City--Between Beltway TX-8 & FM-1960 PUMA,29.93,-95.555,36,-6
2005,G48004629,"Harris County (North)--North of FM-1960, West of I-45 & East of TX-249 PUMA",30.012,-95.52,33,-6
2006,G48004630,Harris County (Far North)--Tomball City & The Woodlands (Southwest) PUMA,30.083,-95.593,51,-6
2007,G48004631,Harris County (Northwest)--North of US-290 & North of FM-1960 PUMA,29.97,-95.631,41,-6
2008,G48002003,Denton County (South Central)--Flower Mound Town & Highland Village City PUMA,33.059,-97.153,214,-6
2009,G48002004,"Denton County (East Central)--Frisco (West), The Colony & Little Elm Cities PUMA",33.148,-96.906,171,-6
2010,G48002005,Denton County (Central)--Denton (Central) & Corinth Cities PUMA,33.195,-97.13,203,-6
2011,G48002006,Denton County (North & West)--Denton City (Outer) PUMA,33.268,-97.143,204,-6
2012,G48002101,Ellis County PUMA,32.347,-96.798,155,-6
2013,G48002102,Johnson County PUMA,32.38,-97.365,238,-6
2014,G48002200,"North Central Texas COG (West)--Hood, Erath, Palo Pinto & Somervell Counties PUMA",32.457,-98.159,382,-6
2015,G48002301,Dallas County (Northeast)--Rowlett & Garland (Northeast) Cities PUMA,32.927,-96.562,153,-6
2016,G48002302,Dallas County (Northeast)--Garland City (South) PUMA,32.876,-96.637,149,-6
2017,G48002303,Dallas County (East)--Mesquite City (Central & Southeast) PUMA,32.78,-96.57,150,-6
2018,G48002304,Dallas County (Southeast)--Dallas City (Southeast) PUMA,32.638,-96.665,121,-6
2019,G48002305,Dallas (East) & Mesquite (West) Cities--South of I-30 & West of I-635 PUMA,32.755,-96.654,148,-6
2020,G48002306,Dallas (Northeast) & Mesquite (North) Cities--North of I-30 & West of I-635 PUMA,32.831,-96.697,162,-6
2021,G48004632,Harris County (Far Northwest)--Katy City (Northeast) PUMA,29.968,-95.798,51,-6
2022,G48004633,Harris County (Northwest)--South of US-290 & West of TX-6 PUMA,29.9,-95.671,42,-6
2023,G48004634,Harris County (West)--Houston City (West)--North of US-90 & West of TX-6 PUMA,29.825,-95.689,35,-6
2024,G48004635,Houston City (West)--South of I-10 & West of TX-6 PUMA,29.755,-95.704,28,-6
2025,G48004636,Houston City (West)--East of TX-6 & West of Beltway TX-8 PUMA,29.81,-95.606,27,-6
2026,G48004637,"Houston City (West)--Westpark Tollway, West of Beltway TX-8 PUMA",29.728,-95.598,25,-6
2027,G48004701,"Galveston County (Central, South & East)--Galveston, Texas City & La Marque Cities PUMA",29.364,-94.862,0,-6
2028,G48004702,Galveston County (Northwest)--League City & Friendswood City PUMA,29.49,-95.108,6,-6
2029,G48004801,Houston-Galveston Area Council--Brazoria County (North)--Pearland City PUMA,29.552,-95.345,16,-6
2030,G48004802,Houston-Galveston Area Council--Brazoria County (Central)--Alvin City PUMA,29.291,-95.317,8,-6
2031,G48004803,Houston-Galveston Area Council--Brazoria County (Southwest)--Lake Jackson City PUMA,29.061,-95.528,9,-6
2032,G48004901,Fort Bend County (East)--Missouri City PUMA,29.569,-95.527,23,-6
2033,G48004902,Fort Bend County (Northeast)--Sugar Land & Stafford Cities PUMA,29.601,-95.611,21,-6
2034,G48004903,"Fort Bend County (Central)--Rosenberg City, Pecan Grove & New Territory PUMA",29.57,-95.723,23,-6
2035,G48004904,"Fort Bend County (North)--Mission Bend (Southwest), Cinco Ranch & Four Corners PUMA",29.689,-95.717,29,-6
2036,G48004905,Fort Bend County (West & South) PUMA,29.505,-95.803,26,-6
2037,G48005000,Houston-Galveston Area Council (West) PUMA,29.345,-96.191,35,-6
2038,G48005100,"Capital Area COG (East)--Bastrop, Caldwell, Fayette & Lee Counties PUMA",30.035,-97.174,95,-6
2039,G48005202,Capital Area COG--Williamson County (Southeast)--Round Rock City PUMA,30.534,-97.657,210,-6
2040,G48005203,"Williamson County (South)--Austin City (Far North), Brushy Creek & Jollyville PUMA",30.489,-97.756,260,-6
2041,G48005204,Capital Area COG--Williamson County (West)--Cedar Park & Leander Cities PUMA,30.618,-97.837,269,-6
2042,G48005301,"Travis County (Northeast)--Pflugerville, Manor Cities & Wells Branch PUMA",30.4,-97.53,177,-6
2043,G48005302,Austin City (North) PUMA,30.408,-97.711,209,-6
2044,G48005303,Austin City (Northeast) PUMA,30.326,-97.647,166,-6
2045,G48005304,Austin City (Southeast) PUMA,30.196,-97.717,174,-6
2046,G48005306,Austin City (Central) PUMA,30.32,-97.747,190,-6
2047,G48005307,Austin City (South) PUMA,30.213,-97.786,196,-6
2048,G48005308,"Austin City (Southwest), Lost Creek & Barton Creek PUMA",30.246,-97.859,287,-6
2049,G48005400,Capital Area COG (Southwest)--Hays County PUMA,30.061,-98.029,336,-6
2050,G48005500,Golden Crescent Regional Planning Commission (North) & Wilson & Karnes Counties PUMA,29.105,-97.374,58,-6
2051,G48005600,Golden Crescent Regional Planning Commission (Southeast)--Victoria & Calhoun Counties PUMA,28.6,-96.775,11,-6
2052,G48005700,Alamo Area COG (Northeast)--Guadalupe County PUMA,29.583,-97.949,164,-6
2053,G48005800,Alamo Area COG (Northeast)--Comal County PUMA,29.803,-98.255,313,-6
2054,G48005901,San Antonio City (Central) PUMA,29.42,-98.509,194,-6
2055,G48005902,San Antonio City (Northeast)--Inside Loop I-410 PUMA,29.468,-98.446,236,-6
2056,G48005903,San Antonio City (Southeast)--Inside Loop I-410 PUMA,29.368,-98.447,198,-6
2057,G48005904,San Antonio City (Northwest)--Inside Loop I-410 PUMA,29.478,-98.533,240,-6
2058,G48005905,San Antonio City (West)--Inside Loop I-410 PUMA,29.421,-98.596,217,-6
2059,G48005906,San Antonio City (Southwest)--Inside Loop I-410 PUMA,29.343,-98.57,194,-6
2060,G48005907,Bexar County (South)--San Antonio City (Far South) PUMA,29.307,-98.477,180,-6
2061,G48005908,San Antonio City (West)--Between Loop TX-1604 & Loop I-410 PUMA,29.44,-98.679,280,-6
2062,G48005909,San Antonio (Northwest) & Leon Valley Cities PUMA,29.497,-98.644,250,-6
2063,G48005910,San Antonio City (Northwest)--Between Loop TX-1604 & Loop I-410 PUMA,29.539,-98.608,280,-6
2064,G48005912,San Antonio City (Northeast)--Between Loop TX-1604 & Loop I-410 PUMA,29.56,-98.429,254,-6
2065,G48005913,"San Antonio (Northeast), Kirby & Windcrest Cities PUMA",29.495,-98.374,226,-6
2066,G48005914,Bexar County (Northwest)--San Antonio (Far Northwest) & Helotes Cities PUMA,29.591,-98.73,436,-6
2067,G48005915,Bexar County (North)--San Antonio City (Far North) & Timberwood Park PUMA,29.675,-98.505,394,-6
2068,G48006100,Alamo Area COG (Southwest) PUMA,29.172,-98.967,232,-6
2069,G48006200,Middle Rio Grande Development Council PUMA,29.303,-100.199,386,-6
2070,G48006301,South Texas Development Council (North)--Webb County--Laredo City (Central) PUMA,27.529,-99.488,138,-6
2071,G48006302,South Texas Development Council--Webb County (North & East)--Laredo City (Outer) PUMA,27.771,-99.327,164,-6
2072,G48006400,South Texas Development Council (South) & Coastal Bend COG (West) PUMA,27.502,-98.62,179,-6
2073,G48006500,Coastal Bend COG (Northeast) PUMA,28.241,-97.398,16,-6
2074,G48006602,Coastal Bend COG--Nueces County (Central)--Corpus Christi City (North Central) PUMA,27.756,-97.423,10,-6
2075,G48006603,Coastal Bend COG--Nueces County (Central)--Corpus Christi City (South Central) PUMA,27.695,-97.374,6,-6
2076,G48006701,Cameron County (East)--Brownsville City (North) PUMA,26.149,-97.352,5,-6
2077,G48006703,Cameron County (South)--Brownsville City (Central) PUMA,25.928,-97.483,9,-6
2078,G48006801,Hidalgo County (Southeast)--Weslaco & Mercedes Cities PUMA,26.13,-97.987,22,-6
2079,G48006802,Hidalgo County (East)--Alamo & Donna Cities PUMA,26.245,-98.045,23,-6
2080,G48006804,Hidalgo County (North Central)--Edinburg City PUMA,26.348,-98.162,27,-6
