################################################################################,,,,,,,
#,,,,,,,
# Graph type: time series,,,,,,,
#,,,,,,,
# Database time resolution: 15 Minute,,,,,,,
#,,,,,,,
# 190101 00:00 - 200101 00:00,,,,,,,
#,,,,,,,
# Selected time series:,,,,,,,
# Metstation, Wind dir, 012[M], Value (Deg.M) (),,,,
# Metstation, Wind spee, 012[M], Value (m/s) (),,,,
# Metstation, Std wdir, 012[M], Value (deg.M) (),,,,
# Metstation, Temp, 002[M], Value (deg.C) (),,,,
# Metstation, Temp, 008[M], Value (deg.C) (),,,,
# Metstation, Glob. rad, 002[M], Value (W/m2) (),,,,
# Metstation, Rel hum, 002[M], Value (%RH) (),,,,
# Metstation, Diff temp, 008[M], Value (deg.C) (),,,,
,,,,,,,
,,,,,,,
,,,,,,,
, 012[M], 012[M], 012[M], 002[M], 008[M], 002[M], 002[M]
#, Wind dir, Wind spee, Std wdir, Temp, Temp, Glob. rad, Rel hum
04/01/2019 21:15,300,0.362,14.1,4.125,4.599,,78
04/01/2019 21:30,294.2,0.188,8.86,4.073,4.551,,78.8
04/01/2019 21:45,301.3,0.52,15.3,4.002,4.577,,78
04/01/2019 22:00,294.4,0.011,4.791,4.104,4.643,,78
04/01/2019 22:15,320.7,0.106,5.985,4.106,4.61,,77.9
04/01/2019 22:30,300.3,0.345,13.41,4.069,4.583,,78.5
04/01/2019 22:45,288,0.048,9.47,4.018,4.531,,78.8
04/01/2019 23:00,0,0,0,3.897,4.468,,79.2
04/01/2019 23:15,0,0,0,3.856,4.457,,79.1
04/01/2019 23:30,297.5,0.295,5.912,3.93,4.464,,79.8
04/01/2019 23:45,239.1,0.003,3.317,4.015,4.479,,79.6
05/01/2019 00:00,277.1,0.0779999,3.381,3.956,4.495,,79.7
05/01/2019 00:15,294.3,0.57,18.3,3.986,4.636,,79.2
05/01/2019 00:30,300.7,0.247,8.75,4.13,4.732,,78.8
05/01/2019 00:45,283.6,0.221,8.56,4.22,4.782,,78.4
05/01/2019 01:00,294.6,1.618,12.13,4.322,4.83,,77.8
05/01/2019 01:15,292.7,3.222,15.01,4.491,4.964,,76
05/01/2019 01:30,300.3,3.663,16.93,4.593,5.032,,74.5
05/01/2019 01:45,308.1,3.803,17.58,4.692,5.087,,73.7
05/01/2019 02:00,304,4.227,18.22,4.644,5.02,,74
05/01/2019 02:15,307.7,3.172,18.47,4.541,4.906,,74.7
05/01/2019 02:30,308.9,3.59,18.12,4.35,4.757,,73.8
05/01/2019 02:45,300.9,3.414,18.3,4.21,4.576,,74.1
05/01/2019 03:00,299,3.33,15.69,3.908,4.345,,74.5
05/01/2019 03:15,292.1,3.551,14.69,4.003,4.459,,74.6
05/01/2019 03:30,302.8,2.731,16.49,4.221,4.649,,74.7
05/01/2019 03:45,309.4,2.511,16.71,4.391,4.802,,74.7
05/01/2019 04:00,327.7,1.82,13.29,4.421,4.741,,75.4
05/01/2019 04:15,331.3,1.673,10.77,4.276,4.637,,76.3
05/01/2019 04:30,322,2.277,16.64,4.248,4.658,,76.2
05/01/2019 04:45,325.3,1.797,16.19,4.338,4.752,,76.4
05/01/2019 05:00,336.2,2.696,10.33,4.365,4.781,,75.8
05/01/2019 05:15,328.6,2.248,12.96,4.394,4.796,,76.3
05/01/2019 05:30,321.4,3.37,15.46,4.444,4.888,,75.1
05/01/2019 05:45,320.3,3.517,14.57,4.582,4.972,,74.9
05/01/2019 06:00,322.8,2.859,13.58,4.585,4.947,,75.2
05/01/2019 06:15,324.9,2.678,13.02,4.509,4.878,,75.9
05/01/2019 06:30,331.5,2.065,12.78,4.439,4.81,,76.1
05/01/2019 06:45,329.2,1.502,17.79,4.327,4.753,,76
05/01/2019 07:00,307.3,2.012,16.42,4.341,4.829,,75.6
05/01/2019 07:15,301.8,2.067,17.15,4.527,5.008,,75.1
05/01/2019 07:30,315.3,2.334,18.89,4.669,5.103,,74.8
05/01/2019 07:45,303.3,2.512,18.14,4.698,5.136,,74.3
05/01/2019 08:00,297,2.595,20.02,4.765,5.182,,74.3
05/01/2019 08:15,298.3,2.414,16.97,4.81,5.224,,74.5
05/01/2019 08:30,318.2,2.704,19.23,4.84,5.255,,74.5
05/01/2019 08:45,312.6,2.585,19.21,4.884,5.291,,74.2
05/01/2019 09:00,309,2.589,19.1,4.96,5.346,,74.3
05/01/2019 09:15,311.7,2.565,20.3,4.976,5.365,,74.2
05/01/2019 09:30,309,2.409,16.88,5.036,5.428,,74.5
05/01/2019 09:45,313.4,1.862,17.78,5.047,5.473,,74.1
05/01/2019 10:00,308.2,2.384,16.5,5.123,5.556,,74.4
05/01/2019 10:15,302.5,2.529,21.29,5.228,5.636,,73.7
05/01/2019 10:30,307.7,2.088,18.92,5.325,5.736,,74.3
05/01/2019 10:45,315.3,1.41,14.27,5.459,5.857,,74.1
05/01/2019 11:00,318.1,0.98,13.77,5.505,5.933,,74.2
05/01/2019 11:15,329.6,2.09,14.6,5.623,6.022,,74.1
05/01/2019 11:30,314.9,1.078,12.13,5.736,6.112,,74.3
05/01/2019 11:45,312.3,1.409,17.72,5.78,6.148,,73.9
05/01/2019 12:00,301.9,2.311,16.31,5.833,6.229,,74.1
05/01/2019 12:15,292,0.879,22.69,5.986,6.324,,73.8
05/01/2019 12:30,274.9,1.572,13.84,5.962,6.293,,73.6
05/01/2019 12:45,280.6,1.747,14.08,5.964,6.35,,73.3
05/01/2019 13:00,288.7,2.217,14.61,6.049,6.382,62.48,73.3
05/01/2019 13:15,306.8,1.141,19.66,6.201,6.529,64.58,73.7
05/01/2019 13:30,304.1,0.001,0,6.486,6.723,50.92,73.9
05/01/2019 13:45,132.9,0.045,6.599,6.505,6.839,51.06,73.8
05/01/2019 14:00,131.1,0.792,5.372,6.341,6.203,37.08,76.5
05/01/2019 14:15,125.1,0.343,5.042,5.31,5.424,27.3,77.8
05/01/2019 14:30,130.6,2.245,6.696,4.891,5.105,24.94,78.6
05/01/2019 14:45,126.9,2.635,11.05,4.588,4.847,26.33,77.8
05/01/2019 15:00,125.7,1.37,7.85,4.43,4.751,22.7,78.3
05/01/2019 15:15,123.1,1.151,6.798,4.393,4.709,15.54,78.8
05/01/2019 15:30,121.9,0.063,2.23,4.343,4.719,11.13,79.4
05/01/2019 15:45,280.1,0.306,9.53999,4.346,4.873,5.76,81.7
05/01/2019 16:00,292.1,3.59,19.7,5.662,6.631,2.91,71.2
05/01/2019 16:15,278.3,3.849,16.36,6.961,7.39,0.488,71.4
05/01/2019 16:30,278.2,4.606,12.95,7.025,7.36,,72
05/01/2019 16:45,278.7,4.227,17.58,6.892,7.24,,72.6
05/01/2019 17:00,277,4.751,14.01,6.839,7.17,,71.9
05/01/2019 17:15,279.4,4.584,15.48,6.702,7.02,,71.9
05/01/2019 17:30,283.9,5.552,14.09,6.563,6.906,,71.3
05/01/2019 17:45,290.9,6.214,11.89,6.44,6.814,,69.47
05/01/2019 18:00,289.5,4.523,14.51,6.463,6.806,,70.1
05/01/2019 18:15,292.2,3.695,15.64,6.436,6.78,,70.9
05/01/2019 18:30,288.1,3.731,13.8,6.355,6.724,,71.2
05/01/2019 18:45,282.9,3.775,15.98,6.362,6.728,,72.1
05/01/2019 19:00,288.1,3.728,15.39,6.436,6.811,,72.2
05/01/2019 19:15,286.7,3.796,16.32,6.528,6.883,,72.6
05/01/2019 19:30,286.3,3.852,14.32,6.563,6.902,,73.2
05/01/2019 19:45,283.4,3.956,13.24,6.506,6.864,,71.6
05/01/2019 20:00,288.6,3.447,15.06,6.534,6.904,,71.2
05/01/2019 20:15,282.2,2.816,16.53,6.556,6.916,,72.1
05/01/2019 20:30,280.7,2.853,14.74,6.55,6.907,,71.9
05/01/2019 20:45,271.1,1.738,11.3,6.512,6.864,,72.8
05/01/2019 21:00,271.7,2.134,13.22,6.458,6.811,,73
05/01/2019 21:15,279,2.529,13.66,6.391,6.758,,74
05/01/2019 21:30,281.9,2.672,12.38,6.288,6.656,,75.5
05/01/2019 21:45,290.1,2.496,15.57,6.142,6.532,,75.4
05/01/2019 22:00,293.5,3.428,13.64,6.037,6.402,,77.1
05/01/2019 22:15,285.7,4.309,11.27,5.986,6.284,,78.7
05/01/2019 22:30,286.4,3.95,12.52,5.825,6.17,,80
05/01/2019 22:45,285.2,4.26,12.46,5.838,6.19,,80.5
05/01/2019 23:00,288.3,4.144,13.91,5.841,6.201,,80.1
05/01/2019 23:15,285.7,3.953,14.13,5.821,6.187,,80.4
05/01/2019 23:30,288.6,3.496,13.84,5.854,6.213,,80.7
05/01/2019 23:45,288.3,2.93,11.47,5.735,6.085,,81.7
06/01/2019 00:00,289.9,3.033,13.86,5.688,6.044,,81.9
06/01/2019 00:15,290.5,3.001,13.33,5.61,5.995,,82.3
06/01/2019 00:30,287.3,2.682,10.66,5.66,6.003,,83.2
06/01/2019 00:45,285.9,1.467,7.4,5.683,6.026,,83.4
06/01/2019 01:00,287.1,3.524,13.25,5.811,6.241,,83
06/01/2019 01:15,286.5,4.432,11.62,6.197,6.557,,83.3
06/01/2019 01:30,286.8,5.297,12.13,6.437,6.758,,84.5
06/01/2019 01:45,287.9,5.338,12.32,6.594,6.918,,84.4
06/01/2019 02:00,283.2,4.182,13.88,6.723,7.03,,84.2
06/01/2019 02:15,285.9,4.676,13.56,6.758,7.11,,83.6
06/01/2019 02:30,286.1,4.701,12.83,6.881,7.22,,83.3
06/01/2019 02:45,286.1,3.98,16.86,6.936,7.26,,83.1
06/01/2019 03:00,282.2,4.3,15.35,6.936,7.27,,82.9
06/01/2019 03:15,284.3,3.8,16.04,6.946,7.28,,82.9
06/01/2019 03:30,281.4,3.218,13.85,6.958,7.27,,83
06/01/2019 03:45,284.2,3.641,11.94,6.982,7.33,,83.3
06/01/2019 04:00,283.3,4.049,13.51,7.103,7.45,,82.7
06/01/2019 04:15,287.9,4.353,13.42,7.195,7.53,,82.1
06/01/2019 04:30,289.3,4.853,11.07,7.291,7.61,,82.7
06/01/2019 04:45,286.5,4.629,12.03,7.395,7.7,,82.4
06/01/2019 05:00,286.3,4.344,13.06,7.487,7.81,,82.3
06/01/2019 05:15,288.3,4.719,13.22,7.509,7.85,,82.2
06/01/2019 05:30,291.7,5.607,12.45,7.622,7.95,,81.8
06/01/2019 05:45,290.5,4.917,13.56,7.677,8,,81.7
06/01/2019 06:00,290.6,5.435,11.43,7.745,8.06,,82.2
06/01/2019 06:15,287.6,4.775,14.6,7.72899,8.00999,,82
06/01/2019 06:30,289.8,5.376,11.83,7.624,7.92,,83.2
06/01/2019 06:45,291.6,4.887,11.31,7.593,7.92,,83.1
06/01/2019 07:00,288.3,4.499,12.97,7.668,7.98,,83.2
06/01/2019 07:15,290.3,4.661,12.01,7.735,8.05,,83.5
06/01/2019 07:30,287.8,4.804,11.1,7.79601,8.10001,,83.9
06/01/2019 07:45,288.3,3.975,11.02,7.829,8.12,,84
06/01/2019 08:00,286.1,4.066,12.32,7.815,8.12,,83.8
06/01/2019 08:15,283,3.489,12.44,7.81701,8.10001,,83.9
06/01/2019 08:30,286.6,3.421,12.74,7.768,8.11,,84.1
06/01/2019 08:45,285.3,4.384,10.54,7.96,8.28,,83.1
06/01/2019 09:00,285.1,4.047,13.13,8.08399,8.39999,,83
06/01/2019 09:15,287.8,3.741,13.73,8.17701,8.49001,,82.8
06/01/2019 09:30,288.5,3.573,13.47,8.25901,8.57001,,83.4
06/01/2019 09:45,285.1,3.621,12.67,8.34301,8.68001,,83
06/01/2019 10:00,285.8,4.049,11.84,8.527,8.87,,82.9
06/01/2019 10:15,283.2,3.559,13.03,8.594,8.88,,83
06/01/2019 10:30,287.1,3.662,12.65,8.796,9.11,140.7,82.3
06/01/2019 10:45,286.4,3.535,9.58,9.494,9.72,150.9,81
06/01/2019 11:00,286.5,4.615,11.71,9.9,10.1,190.2,79.7
06/01/2019 11:15,288.1,4.459,14.09,10.553,10.69,201.5,79.1
06/01/2019 11:30,287.8,5.863,12.6,10.377,10.58,170.4,78.9
06/01/2019 11:45,292.5,5.2,12.83,9.914,10.12,125.1,81.1
06/01/2019 12:00,292.9,5.667,13.66,10.283,10.37,210.2,80.7
06/01/2019 12:15,289,5.351,11.43,10.671,10.72,219.7,80
06/01/2019 12:30,288.6,5.713,11.46,10.732,10.9,221.1,80.1
06/01/2019 12:45,286.1,5.251,13.24,10.642,10.85,224.4,80
06/01/2019 13:00,288.5,6.251,12.38,11.058,11.12,264.5,79.7
06/01/2019 13:15,289.6,5.34,13.54,10.54,10.74,117.9,81
06/01/2019 13:30,290.4,5.545,12.53,10.091,10.34,91.3,82.5
06/01/2019 13:45,291,4.887,13.26,9.874,10.15,87.1,83.4
06/01/2019 14:00,291.4,3.991,15.48,9.776,10.1,84.3,83.5
06/01/2019 14:15,292.3,4.571,11.74,9.805,10.13,70.2,83.9
06/01/2019 14:30,288.5,3.813,15.89,9.869,10.2,64.85,83.6
06/01/2019 14:45,290.5,3.199,13.71,9.853,10.17,53.75,83.7
06/01/2019 15:00,293.1,3.001,13.3,9.965,10.29,67.5,83.2
06/01/2019 15:15,293.1,4.472,12.03,9.828,10.15,39.69,83.6
06/01/2019 15:30,287.8,3.707,12.91,9.53601,9.82001,21.81,84.6
06/01/2019 15:45,296,3.35,13.21,9.308,9.67,9.98,85
06/01/2019 16:00,293.4,2.512,11.19,9.173,9.58,3.144,85.2
06/01/2019 16:15,281.7,2.793,9.10001,9.219,9.48,,86.6
06/01/2019 16:30,286.6,4.159,12.01,9.133,9.52,,85.5
06/01/2019 16:45,281.1,3.328,12.35,9.334,9.63,,85.8
06/01/2019 17:00,274.3,1.56,10.81,9.07001,9.35001,,86
06/01/2019 17:15,274.5,1.151,7.4,8.681,8.95,,86.9
06/01/2019 17:30,278.6,2.651,9.13,8.428,8.72,,88.1
06/01/2019 17:45,272.1,1.858,10.45,8.346,8.7,,88
06/01/2019 18:00,273.7,1.234,13.73,8.21999,8.64999,,88.5
06/01/2019 18:15,277.3,1.018,8.09,8.291,8.75,,87.8
06/01/2019 18:30,283.5,2.699,12.93,8.361,8.87,,86.7
06/01/2019 18:45,285.9,3.355,13.79,8.552,9.02,,84.1
06/01/2019 19:00,282.7,2.478,12.43,8.45301,8.82001,,83.8
06/01/2019 19:15,284.6,2.553,13.21,8.22,8.64,,83
06/01/2019 19:30,285.2,3.376,13.57,8.441,8.89,,81.6
06/01/2019 19:45,285.6,3.549,14.46,8.709,9.06,,81.7
06/01/2019 20:00,282.7,2.935,16.6,8.75401,9.07001,,81.6
06/01/2019 20:15,283.8,3.006,17.11,8.608,8.98,,82
06/01/2019 20:30,283.7,3.06,15,8.785,9.11,,82.3
06/01/2019 20:45,280.1,3.793,12.32,8.824,9.13,,82
06/01/2019 21:00,261.9,3.435,11.82,8.822,9.11,,82.2
06/01/2019 21:15,263.5,2.387,13.65,8.762,9.06,,82.8
06/01/2019 21:30,263.8,2.807,12.8,8.70599,9.03999,,82.2
06/01/2019 21:45,271.4,3.351,11.81,8.71,9.02,,82.6
06/01/2019 22:00,253.7,1.148,14.65,8.69,8.95,,83.7
06/01/2019 22:15,241.1,0.795,11.3,8.592,8.84,,84.7
06/01/2019 22:30,236.5,0.481,6.274,8.42901,8.74001,,84.8
06/01/2019 22:45,256.4,1.932,13.24,8.328,8.7,,83.9
06/01/2019 23:00,256.9,2.181,14.02,8.35501,8.71001,,84.3
06/01/2019 23:15,251.5,2.068,14.26,8.395,8.75,,84.7
06/01/2019 23:30,255,2.036,10.27,8.42199,8.78999,,84.3
06/01/2019 23:45,246.6,0.787,8.14999,8.47,8.8,,85.1
07/01/2019 00:00,258.9,2.732,11.56,8.453,8.8,,85.1
07/01/2019 00:15,256.6,2.905,11.2,8.39299,8.75999,,84.4
07/01/2019 00:30,230.6,1.678,12.19,8.47599,8.75999,,84.9
07/01/2019 00:45,233.5,1.323,10.15,8.424,8.69,,85.2
07/01/2019 01:00,254.3,3.495,14.26,8.32,8.64,,84.8
07/01/2019 01:15,248.4,3.101,17.97,8.235,8.55,,84.6
07/01/2019 01:30,239.7,2.012,16.37,8.17599,8.50999,,84.3
07/01/2019 01:45,257.7,3.471,13.04,8.125,8.48,,83.7
07/01/2019 02:00,257.1,2.917,13.59,8.01,8.34,,84
07/01/2019 02:15,263.4,2.729,14.14,7.929,8.25,,84.3
07/01/2019 02:30,260.3,3.047,13.05,7.951,8.34,,84.2
07/01/2019 02:45,244.3,2.838,15.65,8.068,8.41,,83.8
07/01/2019 03:00,243.9,2.561,18.64,8.097,8.41,,83.9
07/01/2019 03:15,229.3,0.663,14.24,8.075,8.33,,84.5
07/01/2019 03:30,165,0.281,11.16,7.956,8.19,,85.3
07/01/2019 03:45,200.6,0.54,10.39,7.805,8.16,,85.1
07/01/2019 04:00,202.7,2.022,19.51,7.884,8.25,,85.1
07/01/2019 04:15,238.7,2.075,12.75,7.91801,8.32001,,84.4
07/01/2019 04:30,235.1,3.259,18.47,8.059,8.45,,84
07/01/2019 04:45,241.3,2.986,16.87,8.14401,8.49001,,84.2
07/01/2019 05:00,226.1,2.555,18.95,8.2,8.53,,84.1
07/01/2019 05:15,241.7,3.556,16.16,8.239,8.63,,83.3
07/01/2019 05:30,252.7,3.833,17.3,8.43799,8.78999,,83.6
07/01/2019 05:45,246.7,4.234,15.47,8.505,8.86,,83
07/01/2019 06:00,241.1,3.698,14.58,8.66299,9.00999,,82.5
07/01/2019 06:15,238.8,3.989,14.45,8.73299,9.00999,,83
07/01/2019 06:30,240.5,4.921,13.88,8.66501,8.93001,,84
07/01/2019 06:45,243,4.908,16.18,8.662,8.95,,84.4
07/01/2019 07:00,247.6,3.875,16.5,8.642,8.94,,84.9
07/01/2019 07:15,258,2.779,18.08,8.66599,9.00999,,84.8
07/01/2019 07:30,269.1,2.836,26.22,8.723,9.09,,85
07/01/2019 07:45,267,4.165,23.59,8.778,9.12,,85.3
07/01/2019 08:00,267.8,3.943,19.76,8.85,9.19,,85.7
07/01/2019 08:15,256,6.653,14.65,9.049,9.34,,86.4
07/01/2019 08:30,250.2,4.568,15.3,9.059,9.34,,86.9
07/01/2019 08:45,243.9,4.612,14.31,9.016,9.3,,87.2
07/01/2019 09:00,259.7,4.544,14.34,8.97201,9.32001,,87.4
07/01/2019 09:15,261.6,5.71,13.17,9.15701,9.49001,,87.3
07/01/2019 09:30,264.5,5.106,13.57,9.172,9.53,,87.4
07/01/2019 09:45,256.9,5.387,15.73,9.478,9.88,,86.9
07/01/2019 10:00,258.8,5.378,13.2,9.769,10.08,,87.9
07/01/2019 10:15,252.3,4.387,16.45,9.786,10.07,,88.7
07/01/2019 10:30,245.2,4.941,17.3,9.76,10.05,,89.3
07/01/2019 10:45,240.2,4.686,18.43,9.788,10.14,,88.3
07/01/2019 11:00,241.7,5.358,16.4,10.008,10.39,70.7,87.2
07/01/2019 11:15,253.1,5.645,15.08,10.372,10.77,79.5,85.5
07/01/2019 11:30,259.5,6.249,14.97,10.739,11.12,62.94,83.5
07/01/2019 11:45,267.2,6.922,14.92,11.285,11.74,52.36,80.1
07/01/2019 12:00,262.6,7.67,13.62,11.652,11.95,32.09,82.1
07/01/2019 12:15,260.2,6.732,14.2,11.199,11.49,43.59,85.4
07/01/2019 12:30,249.9,6.063,15.41,10.501,10.92,26.18,88.4
07/01/2019 12:45,250.5,4.936,16.09,10.23,10.67,21.86,89.9
07/01/2019 13:00,247.9,5.843,16.43,10.078,10.53,18.4,90.6
07/01/2019 13:15,250.1,6.155,14.27,9.975,10.43,16.75,90.4
07/01/2019 13:30,248.5,6.244,14.9,9.939,10.43,21.51,89.5
07/01/2019 13:45,248.2,5.89,17.31,10.099,10.57,15.81,88.7
07/01/2019 14:00,255.1,6.759,14.95,10.336,10.72,7.3,88
07/01/2019 14:15,263.8,7.1,15.08,10.527,10.89,4.326,86.3
07/01/2019 14:30,273.1,8.09,17.51,10.514,10.9,7.18,87.9
07/01/2019 14:45,270.1,7.48,14.68,10.297,10.73,11.39,87.6
07/01/2019 15:00,273.9,8.69,13.45,10.59,11,15.99,85.3
07/01/2019 15:15,274.5,7.71,14.43,10.878,11.17,6.208,83.6
07/01/2019 15:30,275,8.38,13.6,11.046,11.31,10.29,81.3
07/01/2019 15:45,275.3,9.78,13.2,11.174,11.45,4.829,80.1
07/01/2019 16:00,283.8,8.75999,15.71,10.908,11.19,1.252,81.8
07/01/2019 16:15,290.9,10.83,14.18,10.397,10.72,,71.8
07/01/2019 16:30,292.5,10.85,14.97,10.136,10.38,,66.5
07/01/2019 16:45,290.6,10.91,12.55,9.815,10.02,,67.01
07/01/2019 17:00,294.1,9.72,15.95,9.43901,9.71001,,66.61
07/01/2019 17:15,304.3,8.28999,20.9,9.39301,9.71001,,65.7
07/01/2019 17:30,296.3,8.49001,15.71,9.389,9.66,,66.71
07/01/2019 17:45,294.7,9.71001,13.06,9.30801,9.60001,,66.04
07/01/2019 18:00,294.4,9.21001,14.83,9.164,9.47,,66.41
07/01/2019 18:15,295.3,7.54,14.93,9.11099,9.39999,,67.62
07/01/2019 18:30,293.4,7.51,13.34,9.063,9.34,,69.21
07/01/2019 18:45,290.9,6.835,13.39,8.765,9.03,,68.87
07/01/2019 19:00,287.4,6.591,14.13,8.619,8.86,,69.01
07/01/2019 19:15,289.2,7.35,14.75,8.63599,8.89999,,69.6901
07/01/2019 19:30,291.6,7.77,13.87,8.619,8.92,,68.6801
07/01/2019 19:45,295.2,7.05,13.41,8.70001,8.99001,,69.96
07/01/2019 20:00,291,6.267,15.73,8.52699,8.78999,,71.9
07/01/2019 20:15,291.6,6.831,14.75,8.40501,8.68001,,72.5
07/01/2019 20:30,291.6,6.997,14.44,8.37899,8.64999,,72
07/01/2019 20:45,293,8.49001,13.11,8.341,8.63,,71.1
07/01/2019 21:00,286,8.16,12.49,8.35,8.58,,71.4
07/01/2019 21:15,287.5,7.36,12.83,8.24,8.48,,72.5
07/01/2019 21:30,287.1,7.5,14.35,8.21601,8.46001,,71.8
07/01/2019 21:45,285.8,7.44,14.04,8.18301,8.46001,,71.9
07/01/2019 22:00,288,6.817,13.74,8.288,8.53,,72.4
07/01/2019 22:15,285.6,7.64,14.92,8.284,8.52,,73.3
07/01/2019 22:30,283.8,6.609,18.02,8.108,8.33,,74.1
07/01/2019 22:45,285.6,8.02,15.32,7.986,8.22,,75.1
07/01/2019 23:00,285.4,7.09,15.28,7.956,8.2,,75.1
07/01/2019 23:15,284.5,7.55,15.56,7.956,8.2,,75.1
07/01/2019 23:30,284.1,7.05,14.01,7.91999,8.14999,,75.8
07/01/2019 23:45,287.8,7.59,14.3,7.89299,8.14999,,74.7
08/01/2019 00:00,285.9,8.28999,12.5,7.954,8.2,,74.7
08/01/2019 00:15,288,7.38,13.16,7.83801,8.07001,,75.2
08/01/2019 00:30,286.4,7.04,11.3,7.719,7.97,,75
08/01/2019 00:45,284.3,7.28,13.89,7.694,7.93,,75.2
08/01/2019 01:00,285.9,7.71,12.9,7.67,7.92,,74.1
08/01/2019 01:15,289.4,8.23,13.78,7.72,7.97,,73.8
08/01/2019 01:30,288.9,8.77,12.76,7.749,7.98,,74.5
08/01/2019 01:45,289.2,8.02,13.84,7.655,7.92,,74.9
08/01/2019 02:00,293.1,7.46,13.12,7.655,7.93,,75
08/01/2019 02:15,293.7,7.11,15.75,7.544,7.84,,75.3
08/01/2019 02:30,291.5,7.26,15.57,7.553,7.87,,75
08/01/2019 02:45,292.2,6.904,13.54,7.522,7.84,,73.9
08/01/2019 03:00,291.3,6.507,14.57,7.462,7.71,,73.9
08/01/2019 03:15,290.5,6.662,15.65,7.384,7.67,,74.3
08/01/2019 03:30,293.5,6.705,15.8,7.374,7.66,,76.4
08/01/2019 03:45,290.4,6.316,13.3,7.261,7.56,,76.3
08/01/2019 04:00,292.3,6.274,14.26,7.232,7.52,,76.6
08/01/2019 04:15,293.9,8.14,12.33,7.253,7.57,,75.6
08/01/2019 04:30,295.1,8.66,15.26,7.316,7.67,,74.1
08/01/2019 04:45,293.2,7.9,13.92,7.397,7.71,,73.5
08/01/2019 05:00,294.7,7.08,13.5,7.431,7.75,,72.5
08/01/2019 05:15,295.4,7.81,13.29,7.407,7.7,,72.1
08/01/2019 05:30,293.8,6.622,11.85,7.221,7.48,,73.7
08/01/2019 05:45,293.2,6.906,12.32,7.019,7.3,,74.6
08/01/2019 06:00,296.4,6.823,14.27,6.924,7.24,,73.6
08/01/2019 06:15,295.7,7.34,12.64,6.905,7.24,,71.1
08/01/2019 06:30,293.4,6.655,12.71,6.719,6.992,,72.5
08/01/2019 06:45,289.1,5.985,12.24,6.305,6.584,,74
08/01/2019 07:00,288.9,5.294,13.48,5.974,6.319,,72.2
08/01/2019 07:15,289.3,5.318,13.27,5.937,6.302,,68.78
08/01/2019 07:30,289.8,4.851,14.07,5.945,6.321,,68.45
08/01/2019 07:45,289.5,5.414,13.34,5.85,6.189,,69.12
08/01/2019 08:00,289.9,4.7,15.11,5.598,5.95,,70.3
08/01/2019 08:15,288.6,4.687,13.27,5.359,5.751,,69.05
08/01/2019 08:30,286.4,4.196,13.26,5.424,5.78,,69.46
08/01/2019 08:45,289.5,3.786,15.5,5.234,5.626,,68.75
08/01/2019 09:00,286.7,3.875,13.6,5.218,5.635,,68.3101
08/01/2019 09:15,283.8,3.469,16.27,5.176,5.618,,68.1801
08/01/2019 09:30,278.4,3.358,13.98,5.394,5.782,,67.84
08/01/2019 09:45,280.6,3.87,13.83,5.519,5.915,72.5,67.23
08/01/2019 10:00,282.8,3.893,12.26,5.61,6.018,58.2,66.72
08/01/2019 10:15,284.1,4.053,12.34,5.83,6.272,133.8,65.14
08/01/2019 10:30,288.4,4.252,14.78,6.476,6.845,154.2,63.24
08/01/2019 10:45,295.1,5.53,13.5,7.087,7.37,172.5,60.34
08/01/2019 11:00,303.6,5.258,18.44,7.524,7.72,184.8,59.26
08/01/2019 11:15,302.8,5.316,19.91,7.548,7.72,195.3,59.59
08/01/2019 11:30,296.1,5.41,14.93,7.93699,8.00999,205.3,59.24
08/01/2019 11:45,291.7,6.105,14.94,8.064,8.09,210.7,59.71
08/01/2019 12:00,296.9,4.832,16.76,8.238,8.25,214.5,59.71
08/01/2019 12:15,294.2,5.606,13.54,8.422,8.39,216.5,59.51
08/01/2019 12:30,296.5,5.672,17.34,8.158,8.22,213.7,59.84
08/01/2019 12:45,301.1,4.944,20.25,8.115,8.22,210.2,59.1
08/01/2019 13:00,303.2,5.299,19.49,8.05601,8.10001,201.1,60.72
08/01/2019 13:15,298.5,4.747,17.12,8.017,8.08,169.9,61.13
08/01/2019 13:30,292.4,5.305,13.24,7.834,8.03,162.7,60.82
08/01/2019 13:45,305.5,3.736,22.24,8.335,8.45,220.1,60.45
08/01/2019 14:00,312.2,4.743,18.35,8.522,8.73,205.1,57.82
08/01/2019 14:15,321.6,6.138,14.21,8.184,8.45,192.6,57.48
08/01/2019 14:30,326.8,4.618,15.83,7.87701,8.21001,98.7,59.47
08/01/2019 14:45,333.2,3.839,19.98,7.629,7.97,62.4,57.95
08/01/2019 15:00,329.9,4.981,17.07,7.365,7.71,46.49,58.9
08/01/2019 15:15,334.5,4.59,17.01,7.384,7.73,43.53,57.92
08/01/2019 15:30,341.8,5.019,14.96,7.307,7.65,40.53,58.16
08/01/2019 15:45,345.6,4.342,14.75,7.043,7.38,13.34,58.73
08/01/2019 16:00,340.2,3.473,19.4,6.715,7.03,3.73,58.63
08/01/2019 16:15,329.6,3.259,15.98,6.274,6.646,0.523,59.37
08/01/2019 16:30,311,3.423,18.91,5.905,6.361,,60.62
08/01/2019 16:45,308.4,3.703,18.6,5.817,6.267,,60.79
08/01/2019 17:00,323.1,3.967,16.63,5.759,6.164,,61.06
08/01/2019 17:15,311.6,3.715,17.71,5.561,6.082,,60.39
08/01/2019 17:30,297.2,3.554,18.26,5.661,6.068,,65.5
